x,y
2.274,3.5476425611984967
2.277,3.349479909718585
2.287,3.7690232668821877
2.291,4.513950817186797
2.3040000000000003,3.790088707175595
2.355,3.448545712073173
2.357,3.784198167527165
2.364,3.518215416752105
2.3850000000000002,3.606641838079559
2.39,3.378476944912087
2.395,3.7498294776811405
2.4,3.5873402007386432
2.407,3.5014657276868113
2.42,3.4673274475912517
2.423,3.2907986940377167
2.431,3.6624493413271355
2.438,3.625430592893706
2.456,3.798091031915833
2.48,4.143026738048145
2.487,4.56142634044585
2.488,3.941117377179989
2.511,3.455468811452343
2.559,4.16249504708843
2.569,4.974356128374789
2.57,4.11799929442086
2.577,4.556013920915601
2.587,4.343157857264428
2.587,4.343157857264428
2.61,4.250452235962631
2.61,4.250452235962631
2.619,4.119281688990958
2.624,4.42706811615568
2.624,4.42706811615568
2.6430000000000002,4.7268318336202215
2.645,4.331534246971226
2.672,5.077210941776727
2.677,4.0244725371791805
2.684,3.8830916986884336
2.704,4.472504309184203
2.728,4.442077873535294
2.738,4.727584872459794
2.773,4.536304622708232
2.785,4.893329107285635
2.786,4.985240237028001
2.794,2.978261780942181
2.813,4.158419160162547
2.814,5.134377939030802
2.823,4.613055506065665
2.837,4.899052465459361
2.842,4.24850509786251
2.85,5.096120175416667
2.861,5.093375588064997
2.878,4.362945137920511
2.894,4.727399298692017
2.9010000000000002,4.215800057890206
2.9130000000000003,4.969249715447154
2.916,4.084595046295881
2.9370000000000003,4.115051654245707
2.962,5.558260000735026
2.979,5.072004012467968
2.98,4.6178398932466695
2.984,5.233099136072006
2.988,4.633111368921414
2.996,4.243819159381122
3.02,5.638144433818142
3.0220000000000002,4.144190411175609
3.0260000000000002,4.9168150734644565
3.0420000000000003,5.390018174513006
3.047,5.302883997354572
3.068,4.915841252023802
3.0700000000000003,5.296179783088265
3.124,6.227932489268119
3.1270000000000002,5.563250410731485
3.134,5.648124879516818
3.134,5.648124879516818
3.153,5.550809520501322
3.18,5.228801232709218
3.188,4.83320051454313
3.192,5.077699354611399
3.1950000000000003,6.25417760377449
3.204,5.214667191102797
3.217,5.849120257497176
3.219,5.823281273023464
3.221,6.2005279748521644
3.224,4.40630926865163
3.23,6.112310525590493
3.23,6.112310525590493
3.2560000000000002,5.921332178785522
3.2840000000000003,5.474543308826056
3.295,6.094487977333598
3.335,5.599208703523228
3.353,5.621465403198831
3.363,5.7922349080945565
3.372,6.44767652960056
3.3770000000000002,5.670891168319862
3.3770000000000002,5.670891168319862
3.378,6.009070381917355
3.403,5.7926797539157855
3.416,6.062388318650768
3.4170000000000003,5.626986913035265
3.44,6.027560406480219
3.44,6.027560406480219
3.446,5.649333213553293
3.4530000000000003,5.349877437814764
3.465,5.356202936088595
3.465,5.356202936088595
3.47,5.259943429342875
3.473,5.976112156161322
3.48,5.915017225707104
3.487,4.9621588907683964
3.491,5.448205178458499
3.491,5.448205178458499
3.505,5.3002096022745215
3.5140000000000002,6.254980601761465
3.528,6.00265383056304
3.529,5.347636457264786
3.548,6.393748466313827
3.556,5.801075045789548
3.557,5.719115331437036
3.564,5.869681484375708
3.581,5.840995200149228
3.615,6.758520290124854
3.6350000000000002,6.662687301862925
3.638,5.882442324400722
3.641,7.465066560753822
3.641,7.465066560753822
3.65,6.7348844342052185
3.656,5.917611544605776
3.666,6.104496404529389
3.669,6.212612282955383
3.6710000000000003,6.143334802063051
3.71,6.2252844386986075
3.717,6.049447774745941
3.731,6.503946804005191
3.733,6.379819780526025
3.734,5.560461105752364
3.736,6.547777473085839
3.741,6.468658309654661
3.742,4.741697339057787
3.743,5.424629999440125
3.753,7.453338723820948
3.757,6.5396693943484765
3.7760000000000002,7.904903478696738
3.7760000000000002,7.904903478696738
3.783,6.182461241563198
3.783,6.182461241563198
3.787,7.727328068489019
3.806,5.99768718987987
3.813,8.064266426681112
3.827,6.6661048890712085
3.833,6.9132270095795985
3.842,6.39948738766686
3.856,7.2884874942430375
3.857,5.934941816553239
3.867,5.703410119971766
3.888,6.294587139761978
3.891,7.4924663396910445
3.9,7.153591580404777
3.9050000000000002,8.162249839375761
3.907,7.1591178754813765
3.927,7.264464866442415
3.9370000000000003,7.399134176441896
3.9490000000000003,7.014615470939987
3.955,7.170142830619258
3.971,7.7126459180678735
3.974,7.776831224975865
3.988,6.949763048979598
3.99,7.307338729612935
4.005,8.059094108787788
4.03,6.860802475880493
4.04,7.2533156630188325
4.054,7.257875624060379
4.058,8.278842914414113
4.063,6.876671341522139
4.065,8.67892777871105
4.072,8.231930772285535
4.0840000000000005,7.953039444980242
4.089,6.361147737888642
4.095,5.984332668572002
4.104,7.323398142836173
4.151,8.733574287118921
4.16,7.077858688712643
4.1610000000000005,7.548753597917084
4.163,8.62835987675344
4.172,7.576239255952621
4.174,8.357562588963992
4.182,8.396259192417753
4.216,8.351664632335224
4.265,8.622350190553586
4.265,8.622350190553586
4.275,7.933045247972256
4.285,8.141174324015987
4.29,9.0472625766407
4.291,8.529093025957293
4.3020000000000005,8.49276562784253
4.3100000000000005,7.640302398445859
4.325,9.897617867723755
4.336,9.46798426631813
4.337,8.545191892806455
4.337,8.545191892806455
4.341,8.150478156274124
4.363,8.089903354018974
4.37,9.582701474236796
4.382,9.96669293150745
4.385,10.935861305288023
4.4190000000000005,8.430779032146324
4.437,8.51561810357564
4.4510000000000005,9.237286263746784
4.453,8.078148833565821
4.458,9.875352114884835
4.462,8.254640948062049
4.463,9.533033223584583
4.514,9.400304636205133
4.515,9.095260877055717
4.531,8.31534229354279
4.535,7.5846584032982935
4.541,8.527408542799405
4.547,8.628887366902198
4.547,8.628887366902198
4.553,9.990425391756881
4.563,10.09920035260615
4.573,8.260451884774334
4.574,9.313917595320126
4.5760000000000005,9.441737316039704
4.601,10.076948311898198
4.607,10.181647900338731
4.625,11.319371564228229
4.626,11.855171598252095
4.627,6.710169523172973
4.6290000000000004,9.982755710877518
4.63,7.920947146916214
4.64,9.114936270639628
4.6450000000000005,8.763731958890995
4.664,10.393538353203418
4.664,10.393538353203418
4.664,10.393538353203418
4.6690000000000005,9.321547044019328
4.672,8.109281102978885
4.684,10.495246282121078
4.695,10.900471258630876
4.704,8.854301623997715
4.706,10.101567754405494
4.752,10.051658944471436
4.768,10.089775422982987
4.7700000000000005,10.551893100291903
4.7700000000000005,10.551893100291903
4.7700000000000005,10.551893100291903
4.772,9.006174497324812
4.7780000000000005,11.27723214468881
4.779,10.630621576697946
4.78,11.744413545483813
4.788,10.628989539056974
4.7940000000000005,8.174317021933298
4.796,9.995313717294026
4.807,10.637934308043862
4.808,11.428916637644168
4.808,11.428916637644168
4.8180000000000005,11.34043367127322
4.823,10.625966924491747
4.824,10.702559257893691
4.824,10.702559257893691
4.832,9.08984830755177
4.835,10.330208307205496
4.843,10.262588560064266
4.854,10.778772396485106
4.912,9.96665224857131
4.93,9.06088995585463
4.938,11.16200585213791
4.958,15.055657199534147
4.9590000000000005,11.32378506906986
4.976,10.78730762594724
4.98,9.23625770893938
4.981,9.492103007992906
4.9910000000000005,11.823748477290524
5.018,9.160946525639774
5.0200000000000005,11.205361520232483
5.0200000000000005,11.205361520232483
5.039,11.525103113570655
5.059,11.322823316062056
5.0600000000000005,10.851985244884293
5.062,12.145047687939659
5.079,10.91058321152213
5.08,10.557627014541747
5.093,10.770837104525608
5.095,13.096711774980632
5.1000000000000005,9.428147434796166
5.104,11.253565288355974
5.1080000000000005,13.656961818856677
5.11,11.553405992626072
5.1370000000000005,12.144965067984671
5.15,10.84070836533278
5.151,10.629574252752054
5.155,11.266451902544672
5.1610000000000005,12.696208671144397
5.18,12.779652776866786
5.191,14.01534225992375
5.197,11.649207996137243
5.197,11.649207996137243
5.2010000000000005,11.7950723526981
5.205,12.332091537109262
5.222,13.504731272967335
5.223,13.864486629837195
5.224,11.867074828932738
5.227,11.948049030933472
5.234,15.118234986835477
5.242,10.801971312235258
5.258,12.214957499659077
5.259,12.072799484673242
5.261,10.962992044419718
5.269,12.415587721429974
5.2780000000000005,11.747896169752288
5.279,13.965390854387028
5.285,15.082995674483614
5.29,12.935651871364927
5.292,12.303657685735825
5.309,14.831791938328688
5.327,10.767343821697098
5.331,11.88751969142383
5.343,12.862024502329918
5.359,11.91144884876068
5.359,11.91144884876068
5.37,14.349123557826932
5.371,9.442185216805715
5.384,14.161722681615814
5.386,9.9356569304194
5.3870000000000005,12.599851836281172
5.3950000000000005,14.447857903215747
5.401,11.468789784813298
5.407,12.725759512927034
5.408,14.410527781692664
5.4350000000000005,13.527688673609354
5.446,13.589839125458031
5.4590000000000005,13.587307266443208
5.4670000000000005,12.594775168016339
5.471,12.527539416753115
5.472,12.6310211818198
5.477,14.004180439979462
5.497,15.838020465600097
5.497,15.838020465600097
5.515,12.42568369913888
5.523,14.321457793312987
5.532,16.06301433971751
5.54,11.404657428524457
5.547,15.357711801577663
5.5520000000000005,13.85850949027904
5.5520000000000005,13.85850949027904
5.556,13.999116428069172
5.559,11.366837901723585
5.562,13.91867468570152
5.573,14.247817122151709
5.583,14.72618321508885
5.585,15.462815049544792
5.588,13.521035444663536
5.591,14.990621763709632
5.618,15.463891868894143
5.625,13.599847473682932
5.635,13.555478342281269
5.658,13.629362092339939
5.66,14.917352019763273
5.6610000000000005,13.83228877903572
5.68,13.341096854922464
5.69,15.781593511397084
5.691,11.400423271169512
5.6930000000000005,13.967436810871414
5.711,15.71379709718566
5.718,17.473145198750498
5.727,16.254852233547957
5.738,14.274308018467776
5.74,14.539658976763873
5.742,14.899437825727917
5.743,16.54968023915677
5.744,19.812051904393133
5.75,15.553480827036903
5.755,13.68107228957691
5.764,15.933807896535333
5.766,16.13688728652108
5.767,17.192741047249825
5.777,14.833949788009113
5.777,14.833949788009113
5.779,17.439809701229507
5.793,13.292418044023588
5.8,15.240962658906971
5.8020000000000005,15.401635534916947
5.804,14.880527737986018
5.837,14.764264920943786
5.839,12.760069505173313
5.845,15.044240588938077
5.861,15.742544497842436
5.881,16.699072723658404
5.881,16.699072723658404
5.9,15.335626600734582
5.9030000000000005,17.645756770381954
5.945,17.153181661470065
5.95,15.364559990533257
5.955,16.301843710402288
5.972,18.240500475021065
5.985,14.565220971573655
5.993,15.788526412291866
5.993,15.788526412291866
5.994,16.659932566573822
6.015000000000001,18.229255121170254
6.035,16.029911930321667
6.057,19.379992252050716
6.078,17.048038665515115
6.132000000000001,12.655214591929377
6.1450000000000005,19.21911917844764
6.152,17.332703703127887
6.18,19.281136014984817
6.1930000000000005,21.548496351472224
6.2010000000000005,19.798561299708833
6.206,16.55268289890593
6.218,16.718415684425295
6.219,13.476496811079036
6.2330000000000005,19.649786492367152
6.234,19.737311537440476
6.234,19.737311537440476
6.235,18.847300990293526
6.25,18.82258329439114
6.267,19.92338864104882
6.2700000000000005,19.666274665275996
6.273,18.12024775380482
6.284,20.641098083814235
6.288,16.951877823105505
6.296,19.252924680496157
6.306,20.798080753210773
6.308,17.126065790401622
6.325,18.371951300862804
6.337,17.782239461994894
6.349,17.728215299321626
6.354,18.226174600966342
6.3580000000000005,23.348057240276294
6.363,16.602833450107752
6.368,21.204240905866914
6.397,17.716887284936043
6.404,19.85377611923565
6.412,23.357517426554054
6.418,19.064729581504746
6.438,19.880021828307004
6.439,20.42559484412985
6.4510000000000005,20.68330090863978
6.4510000000000005,20.68330090863978
6.461,17.879109751064203
6.4750000000000005,22.199318808135875
6.494,18.09466172030744
6.506,20.05196608096702
6.518,21.023129009552196
6.521,19.131881766844753
6.532,23.36716839426034
6.54,18.63950178162161
6.542,21.412117155274927
6.546,15.212276595752975
6.555,17.14774875712851
6.563,25.52535727736909
6.565,21.105822081692672
6.5760000000000005,19.156949292823192
6.5840000000000005,21.48939072662171
6.596,20.19668931299434
6.599,22.687801785400467
6.611,20.780335373454836
6.612,23.862247529432874
6.621,21.241214392226237
6.682,21.100396638188585
6.7010000000000005,22.601700269942974
6.731,22.453663285315425
6.732,18.95613565088498
6.766,25.494339661638023
6.773000000000001,21.992896982900145
6.791,22.43317600881594
6.798,25.258245546441998
6.798,25.258245546441998
6.816,25.28007436723228
6.82,23.1178868079316
6.8660000000000005,29.4971151916402
6.868,22.36188010453977
6.885,26.495298868113398
6.890000000000001,24.845766415266304
6.891,20.208021546727867
6.9,25.349860705963085
6.923,25.224706217467823
6.923,25.224706217467823
6.931,23.921676523424377
6.934,23.38587684751163
6.947,16.572877808938355
6.9510000000000005,23.548369771823612
6.992,27.558958497067284
7.054,24.625702756230087
7.066,23.131353731901577
7.079,23.31070946506171
7.095,29.801204114426394
7.097,22.985333797267035
7.1000000000000005,23.894420392695444
7.134,21.983050035481142
7.148000000000001,22.894753964860605
7.151,23.368897276669284
7.157,28.302839541262777
7.1610000000000005,25.72489141158255
7.167,24.145948852075104
7.174,29.67331642622312
7.187,21.666573808706485
7.19,29.29058846137789
7.194,24.33756428439836
7.203,28.475625889771674
7.2170000000000005,27.522778590009757
7.221,31.762604381361715
7.223,27.49720541709172
7.229,23.037766334857338
7.229,23.037766334857338
7.23,27.52443948284263
7.2330000000000005,19.40238371814891
7.2330000000000005,19.40238371814891
7.235,25.751529592793084
7.238,33.0746261623071
7.247,30.096603037192533
7.256,29.197870884702475
7.263,30.623860493492884
7.264,28.23653967448691
7.267,23.691169968723873
7.279,28.9324002320502
7.28,28.40721076915631
7.281000000000001,25.58762587385582
7.287,28.907881008901303
7.312,27.051414388659886
7.312,27.051414388659886
7.315,30.541701689719726
7.348,27.311459914523954
7.352,27.111771576329495
7.384,28.250514446776922
7.394,27.410941432369988
7.3950000000000005,28.462222180302284
7.415,26.027058081731038
7.429,31.574866672352986
7.4350000000000005,26.520793797514045
7.444,31.235705254026506
7.457,26.181641750096176
7.503,34.53029019424605
7.5040000000000004,29.205484204004236
7.511,27.995108332092098
7.517,36.99290742204401
7.529,36.81702816000114
7.531000000000001,26.001926500120426
7.5360000000000005,33.36384466390905
7.542,28.23715915096021
7.566,29.621512256832336
7.5680000000000005,34.30449443972074
7.579,29.815166016786694
7.582,31.155930178293012
7.582,31.155930178293012
7.586,30.74324310592916
7.598,33.79831575683128
7.609,32.25440745597679
7.617,32.06197606876691
7.634,32.784503276225095
7.641,33.6018637767216
7.654,31.052489278287574
7.668,31.67208826047064
7.675,35.803145299875
7.68,32.76639249230219
7.72,31.241230463239035
7.72,31.241230463239035
7.73,33.74238711034689
7.737,29.477066955476417
7.793,40.56916443123371
7.793,40.56916443123371
7.7940000000000005,32.59268163485257
7.799,34.388249049596695
7.801,33.419939368674946
7.823,42.02132540971477
7.837,30.83628031935835
7.845,35.379702018879996
7.8580000000000005,33.99709944982533
7.86,29.11572811218114
7.867,36.4134645324298
7.871,38.089829107438
7.883,43.41915058927746
7.890000000000001,41.70455417950216
7.890000000000001,41.70455417950216
7.897,36.540818860640954
7.9190000000000005,36.558135430068575
7.9270000000000005,37.91953072693846
7.930000000000001,35.72025238040914
7.948,33.85200463245399
7.956,38.094090347581385
7.979,32.68749299393756
8.009,35.16419128021166
8.03,36.41036014186401
8.035,37.65773393339344
8.036,34.73704207610275
8.045,36.40942293484838
8.059000000000001,41.8086467655833
8.059000000000001,41.8086467655833
8.066,42.54002166348387
8.068,39.78786024464591
8.083,36.343421138323514
8.102,41.08662090832653
8.116,40.26315271376952
8.120000000000001,39.100171045802696
8.134,32.52636018335231
8.151,41.53304266028007
8.167,33.39150269698632
8.189,37.12595345228675
8.199,32.75317953263324
8.215,38.7804604155086
8.233,43.79211193033491
8.236,39.018167360385895
8.243,42.86985396367908
8.249,38.28457725227844
8.261000000000001,41.522656909729406
8.272,49.019517390599965
8.281,42.7849032521665
8.283,43.918477112262615
8.294,37.01428284497058
8.307,46.59178927011822
8.308,44.000478972873836
8.323,43.60786224477139
8.333,39.472276190776334
8.339,37.31897877024263
8.361,35.12312939752095
8.371,37.100393235381844
8.376,46.82156578481332
8.376,46.82156578481332
8.38,46.8839860866283
8.385,47.200845076714614
8.424,51.68905721969581
8.427,44.43699235002414
8.449,39.93510959246589
8.46,46.57604285978493
8.487,46.48929219500247
8.511000000000001,47.8386426275543
8.513,49.88003961007251
8.514,41.70088142228458
8.526,48.77693706888495
8.534,47.056673607746085
8.541,42.350065791376366
8.549,40.32356840352857
8.564,51.15398158356537
8.577,46.696901794700885
8.585,50.26249790051189
8.587,44.978400460000856
8.596,46.92525229522124
8.602,43.74251754976455
8.607,47.667406743761866
8.613,47.72783301671019
8.627,48.46118383284739
8.628,53.53789312505337
8.65,49.63952029788416
8.652000000000001,45.64292897074095
8.657,50.36321679410246
8.689,59.529109906624846
8.692,42.06158831203589
8.706,46.579697937840045
8.708,41.13585252681902
8.711,51.915307067723155
8.719,59.109184452568016
8.728,42.06276442015796
8.744,47.24681809583951
8.747,47.724593336170436
8.759,54.34812362697475
8.769,53.28711204611361
8.777000000000001,52.11295665100127
8.779,53.96919571601509
8.782,48.79603848777431
8.784,48.98237701207966
8.791,42.865357472971745
8.796,54.204898045350525
8.8,52.3940041047039
8.844,45.13028085901289
8.857,48.98004938698133
8.889,54.88798644583068
8.893,50.84562788660469
8.914,58.20804010537546
8.915000000000001,63.43090754997924
8.928,54.25244002429029
8.94,50.022267159905
8.941,45.45974759119531
8.945,59.117994675434865
8.950000000000001,42.77561374877346
8.953,54.2646889638818
8.976,57.291187261418436
8.979000000000001,50.3515650784146
8.98,49.42319722340343
8.996,56.03925336951884
8.998,49.73668110060277
9.008000000000001,57.51804317622664
9.021,56.33989969596386
9.023,57.88419291710216
9.03,48.78143280328579
9.034,54.72448370919727
9.038,54.51232194660397
9.047,53.55523356912758
9.062,51.93679747838923
9.069,51.787932859454976
9.093,68.13659079622389
9.101,50.9013258172994
9.117,58.53383828036746
9.121,58.340553162925715
9.132,66.05703215717944
9.139,64.55891815570239
9.149000000000001,68.0758441647145
9.159,50.378663605768
9.162,68.5070285368346
9.17,68.90795439857229
9.171,57.795619771305276
9.176,62.74472069624101
9.179,66.55087339537685
9.181000000000001,59.25443463563648
9.195,56.828959702497016
9.196,57.416646196791476
9.205,52.18430410431217
9.238,59.491864338605346
9.238,59.491864338605346
9.242,68.3318530219058
9.251,73.6325487537318
9.252,65.46668117014465
9.268,50.94015702058465
9.292,63.52849434605057
9.302,64.67396863512741
9.33,64.55229118279995
9.338000000000001,57.81816252793466
9.34,54.73349390135907
9.342,62.55727616120626
9.358,59.112378247405275
9.362,67.60212813236313
9.364,66.75479073848453
9.39,67.71235287176498
9.395,58.53203649969024
9.404,69.21991499342603
9.422,69.26613866146023
9.424,60.672398378473055
9.43,76.68952402509946
9.443,70.57709488965048
9.453,65.63260166251352
9.463000000000001,56.114067898245224
9.468,65.55317068573355
9.479000000000001,63.9016294387236
9.49,63.71486856490307
9.534,68.84704132859223
9.536,70.03818242153585
9.549,72.14549516583416
9.556000000000001,62.73304134919633
9.561,75.52013320683803
9.568,73.75451725695362
9.592,80.02274611047696
9.593,74.04314025174477
9.599,76.72760799021239
9.624,75.32037520042968
9.626,62.8734129652195
9.641,66.89218255933798
9.649000000000001,62.42370221226801
9.652000000000001,64.14005772608708
9.66,70.32162049878909
9.665000000000001,75.85915240309492
9.689,74.04725348687211
9.694,81.18260584633197
9.694,81.18260584633197
9.704,67.45938187360491
9.712,74.85323764399342
9.715,81.40163692292732
9.719,68.31323321006305
9.722,70.68185788229727
9.723,71.90123058779065
9.754,80.56920972540537
9.758000000000001,77.31737658169271
9.794,66.89632645883695
9.804,82.92024752547441
9.806000000000001,84.38473579608815
9.812,80.33896196800528
9.82,67.02641521675294
9.829,84.85120120457607
9.842,85.24392107195804
9.849,71.81960421822627
9.853,82.73038808484166
9.871,74.47690861009445
9.873,80.89412648358613
9.887,75.01724348569542
9.929,76.16586293947947
9.972,77.2747827550518
9.98,73.91536205484297
9.986,69.52162703109424
9.986,69.52162703109424
9.988,77.25346552573612
9.996,77.64846604781741
